id_odsp,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
MX94dI81/,MX94dI81111,111,86,Foul by Jannik Vestergaard (SV Werder Bremen).,3,,1,Werder Bremen,Hertha Berlin,jannik vestergaard,,,,,,0,,,0,,0
MX94dI81/,MX94dI81112,112,86,Vedad Ibisevic (Hertha Berlin) wins a free kick on the left wing.,8,,2,Hertha Berlin,Werder Bremen,vedad ibisevic,,,,,,0,4.0,,0,,0
MX94dI81/,MX94dI81113,113,86,"Substitution, Hertha Berlin. Niklas Stark replaces Vedad Ibisevic.",7,,2,Hertha Berlin,Werder Bremen,,,niklas stark,vedad ibisevic,,,0,,,0,,0
MX94dI81/,MX94dI81114,114,88,Laszlo Kleinheisler (SV Werder Bremen) wins a free kick in the defensive half.,8,,1,Werder Bremen,Hertha Berlin,laszlo kleinheisler,,,,,,0,2.0,,0,,0
MX94dI81/,MX94dI81115,115,88,Foul by Johannes van den Bergh (Hertha Berlin).,3,,2,Hertha Berlin,Werder Bremen,johannes van den bergh,,,,,,0,,,0,,0
MX94dI81/,MX94dI81116,116,90,Attempt blocked. Anthony Ujah (SV Werder Bremen) left footed shot from the centre of the box is blocked.,1,,1,Werder Bremen,Hertha Berlin,anthony ujah,,,,2.0,3.0,0,3.0,2.0,0,1.0,0
MX94dI81/,MX94dI81117,117,90,Attempt saved. Fin Bartels (SV Werder Bremen) header from the centre of the box is saved in the bottom right corner. Assisted by Zlatko Junuzovic with a cross.,1,12.0,1,Werder Bremen,Hertha Berlin,fin bartels,zlatko junuzovic,,,4.0,1.0,0,3.0,3.0,2,1.0,0
MX94dI81/,MX94dI81118,118,90,"Substitution, SV Werder Bremen. Lukas Frode replaces Zlatko Junuzovic.",7,,1,Werder Bremen,Hertha Berlin,,,lukas frode,zlatko junuzovic,,,0,,,0,,0
MX94dI81/,MX94dI81119,119,90,Foul by Anthony Ujah (SV Werder Bremen).,3,,1,Werder Bremen,Hertha Berlin,anthony ujah,,,,,,0,,,0,,0
MX94dI81/,MX94dI81120,120,90,Attempt blocked. Vladimir Darida (Hertha Berlin) right footed shot from the right side of the box is blocked. Assisted by Mitchell Weiser.,1,12.0,2,Hertha Berlin,Werder Bremen,vladimir darida,mitchell weiser,,,2.0,3.0,0,11.0,1.0,1,1.0,0
MX94dI81/,MX94dI81121,121,90,"Substitution, Hertha Berlin. Jens Hegeler replaces Per Skjelbred.",7,,2,Hertha Berlin,Werder Bremen,,,jens hegeler,per skjelbred,,,0,,,0,,0
MX94dI81/,MX94dI81122,122,90,John Brooks (Hertha Berlin) wins a free kick in the defensive half.,8,,2,Hertha Berlin,Werder Bremen,john brooks,,,,,,0,2.0,,0,,0
