epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,0.8187668345247706,0.6548639199287036,0.6349445170513107,0.6349945181695588,0.6296445656223124,0.7745227973784328,0.67796881247501,0.6606779519927789,0.6601326079246063,0.6539773458509835
2,0.767699643430349,0.6806917117981764,0.6609049702085982,0.6604176608235482,0.6549985797620105,0.7612170951293252,0.6875649740103958,0.6618018627027991,0.664447906780033,0.6595336876050427
3,0.7526855054393149,0.6842736683348186,0.6643956798838511,0.664242300074308,0.6586856122525795,0.7550309531371612,0.6866853258696521,0.663005137658791,0.6660118969151058,0.6601112060640525
4,0.7394898955857283,0.6889010763008158,0.6694670777171335,0.670067851739392,0.6639658287944367,0.7655428799674334,0.6896441423430628,0.6580705424955627,0.6614018390964153,0.657633602825287
5,0.7158245247412931,0.6978473983684103,0.6802294249484007,0.6819210618345691,0.674541297280863,0.784659910461177,0.6758096761295482,0.6563687457921451,0.6579629329661192,0.651176651215461
6,0.6804245948268656,0.7116782066223349,0.6956221710027765,0.6990391984958505,0.6900836246482304,0.8130196242991006,0.6595761695321871,0.6484874527721455,0.6466752637227154,0.6385325496912138
